user_id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,hashtags,source,is_retweet,text
3004857506,lillo🃏,21+,𝙛𝙖𝙩𝙪𝙢 𝙗𝙧𝙪𝙩𝙪𝙢 𝙖𝙢𝙤𝙧 𝙛𝙖𝙩𝙞,2015-01-31 13:11:03+00:00,657,550,41500,False,2022-08-05 16:41:40+00:00,,Twitter for iPhone,False,barusan coba cari kominfo dapt iya lawak luwkh
1240471334754201600,Om Om Senang,,Om Om Senang,2020-03-19 02:53:23+00:00,0,0,8,False,2022-08-05 18:06:26+00:00,,Twitter for Android,False,tanmarm dennysiregar lepuh tangan garagara bodoh kominfo
1193811419721895936,ra urus,"Medan Kota, Indonesia",,2019-11-11 08:43:40+00:00,0,121,13289,False,2022-08-05 16:33:32+00:00,,Twitter for Android,False,jokowi mohon tri kominfo direshuffle digitalisasi hambat bijak aneh website kominfo cermin anggar keluar trms
1553844864764497921,Jirkonamol,,Bio anda?,2022-07-31 20:47:49+00:00,0,5,0,False,2022-08-05 18:11:25+00:00,,Twitter for Android,False,kemkominfo kominfo anak buah dajjal paypal blokir judi online boleh komdajjalinfo
1216366081,satriaindonesia,Indonesia,Santapan Ringan Kolesterol Berat,2013-02-24 19:28:37+00:00,78,53,4,False,2022-08-05 19:05:04+00:00,,dlvr.it,False,hadir serah terima jabat ketua dwp jatim sekdaprov adhy pesan fokus penuh butuh keluarga dinas komunikasi informatika provinsi jawa timur
1036619487976480768,Bucin Kwetiaw,,Akun nano-nano,2018-09-03 14:18:40+00:00,4,61,5506,False,2022-08-05 18:29:16+00:00,,Twitter for iPhone,False,erika iyanih woy kominfo ramai berita
97921428,deydeychristina🇯🇵,,,2009-12-19 15:34:58+00:00,1184,949,80302,False,2022-08-05 17:26:44+00:00,,Twitter for iPhone,False,pramacaraka salah tetep kominfo amp roy suryo
1427192850119204866,Rixies,,ha ha ha ha,2021-08-16 08:58:02+00:00,2,2,14,False,2022-08-05 18:53:49+00:00,,Twitter for Android,False,cutiesjiminie cloudyr blckmode bisadiecer rainieexy iyaa selesai pantengin kominfo
316874843,ami kamiludin,tanjungpinang,best,2011-06-14 02:57:49+00:00,20,79,25,False,2022-08-05 17:26:09+00:00,,dlvr.it,False,kominfo pemko batam gelar sosialisasi ppid
317633007,Nudia Muntaza,Yogyakarta,Ketik nama Nudia Muntaza di Spotify,2011-06-15 07:02:36+00:00,725,453,1519,False,2022-08-05 17:59:45+00:00,,Twitter for Android,False,semestaburuh teror kayak kominfo kemarin nga siii
1123073397368340481,𝙥𝙡𝙖𝙮𝙚𝙧¹,Dijauh pake Helm,"tweet saya, terserah saya.",2019-04-30 03:55:38+00:00,409,453,2576,False,2022-08-05 16:33:51+00:00,,Twitter for Android,False,kominfo goblok pokonamah anj
799079681819480065,Pemerintah Daerah Kota Cirebon,"Kota Cirebon, Jawa Barat","Akun resmi Pemerintah Daerah Kota Cirebon | Dikelola oleh Dinas Komunikasi, Informatika dan Statistik Kota Cirebon
#banggajadiwongcerbon",2016-11-17 02:40:17+00:00,2841,158,63,True,2022-08-05 17:00:28+00:00,,Twitter for Android,False,kolaborasi bpsdm provinsi jawa barat menteri kominfo rikhusus jawa barat laksana tanggal sd agustus cek jadwal cus langsung daftarjangan habis kuota bestie
957482702,Majalah ICT,INDONESIA,Media online dan e-magazine berisi informasi dan berita mengenai teknologi informasi dan komunikasi (ICT) Terkini. Dapat dibaca di https://t.co/I1d3zapS4K,2012-11-19 13:57:04+00:00,1388,190,4,False,2022-08-05 19:10:24+00:00,,Twitter Web App,False,menteri kominfo normalisasi akses pse game online judi tutup indoict
1554505234918957057,Kitty,✰✰✰,,2022-08-02 16:31:52+00:00,56,57,25,False,2022-08-05 18:04:32+00:00,,Twitter for iPhone,False,seulgiforce sih karyawan kominfo kh
620958852,kurangtidur.,,Jadi Do'a kamu mana yg tidak di kabulkan Tuhan?,2012-06-28 10:53:37+00:00,33,124,119,False,2022-08-05 18:47:42+00:00,,Twitter for Android,False,kaloo pikirpikir kominfo yakk sukaa blokirblokirbedanya kominfo buka tertawa
1343825675682115584,SenjaPeach,,"Kebenaran itu mutlak tidak abu-abu
Akun Anti Kadrun Ogeb & Khilafchukkk",2020-12-29 07:47:59+00:00,1108,1471,2030,False,2022-08-05 16:33:39+00:00,,Twitter for Android,False,masyarakat pse kominfo matamata prism telanjang guna internet bawa opini sesat provokatorplatejohnny
1240471334754201600,Om Om Senang,,Om Om Senang,2020-03-19 02:53:23+00:00,0,0,8,False,2022-08-05 18:05:13+00:00,,Twitter for Android,False,naparningotan dennysiregar teriak kadrun malu cina great firewall aplikasi ganti sama produk as koarkoar bijak pegawai kominfo gagap teknologi
2352745627,Shera🦋,"Kota Tangerang, Banten",🇮🇩 GASRI #JalinPersatuan || 🍒 𝐈𝐧𝐝𝐞𝐩𝐞𝐧𝐝𝐞𝐧 🔜 ᴡɪʟʟ ꜱʜᴏᴏᴛ ᴍʏ ꜱʜᴏᴛ ᴏɴᴄᴇ ᴀɴᴅ ᴏɴʟʏ ᴏɴᴄᴇ 🔚 ☕️,2014-02-20 05:05:28+00:00,11826,10424,26867,False,2022-08-05 17:08:03+00:00,,Twitter for Android,False,hyangwisnu kemkominfo aryprasetyo platejohnny zhymme miicies delardian firzahusainid dsyantie nakula daftar pse kominfoplatejohnny kemkominfo
1473617831866470402,モンキー・Dディー・ルフィ,,One piece one energy 💪🏻💪🏻💪🏻,2021-12-22 11:34:34+00:00,1674,2148,70551,False,2022-08-05 20:19:03+00:00,,Twitter for Android,False,vivitanxx delzitaz lapor kominfo biar sah nama supinahnya ehhh
951568916,Izzi,Jancok City,"Cause the sun always set, moon always fall, it feels like the end, just make no mind at all.. Keep rolling, life must go on",2012-11-16 12:10:26+00:00,207,189,1054,False,2022-08-05 16:36:34+00:00,,Twitter for Android,False,partaisocmed unairsurabaya henrysubiakto eselon kominfo wew aman data ku piye bos lek penggaweanmu doxing lembaga negara jaga privasi data rakyat cok cok
1439313261514477570,Lonesome,,,2021-09-18 19:40:05+00:00,0,0,94,False,2022-08-05 18:01:19+00:00,,Twitter for iPhone,False,valulrant nearllawliet awowkwowkok poin atas luh bilang kaya netflix beda netflix blokir telkomsel saing netflix blokir paypal lain blokir iya daftar pse kominfo beda konteks
1194916461589909504,b u c i n g bgt,,,2019-11-14 09:54:28+00:00,363,353,11516,False,2022-08-05 17:54:34+00:00,,Twitter for Android,False,anggriyanto kominfo
2925234476,Pengibar 76 Bendera,"Bayat, Central Java, Indonesia","""Asim Sulistyo"" Admin sekaligus Pemasang/Pengibar 75 Bendera Merah Putih di depan rumah yg sedang Viral pada HUT RI Ke-75 Tahun 2020.",2014-12-10 05:22:44+00:00,4602,1525,9593,False,2022-08-05 16:52:56+00:00,,Twitter for Android,False,kominfoklt tradisi pasang bendera merah putih sesuai usia merdeka republik indonesia asim sulistyo dusun bugel desa krakitan camat bayat kabupaten klaten ganjarpranowo yanisunarno
94289910,®ÆsirSYSTEM,"Depok , West Java , Indonesia",MetalMorph | Guitar | Second Sight & Premonition | Red Queen | Blaststortion | Strings of @Hypocritos_ID | Skyline Maneuver | Eargasming | Metality | Nephilim |,2009-12-03 08:59:19+00:00,202,570,186,False,2022-08-05 19:44:38+00:00,,Twitter for Android,False,kannatamachi contoh iya kayak kemarin tweet orang kominfo trend topic hapus ehe
280010958,Aku,di bawah tekanan,aku lupa,2011-04-10 13:06:09+00:00,914,141,84,False,2022-08-05 20:46:34+00:00,,Twitter for Android,False,yenifebriarski kominfo lucu lucu yen
1245372169556639744,𝒜rtistKAI 🍃,,#KAI one and only,2020-04-01 15:27:31+00:00,1301,804,60173,False,2022-08-05 23:49:33+00:00,,Twitter for Android,False,anginlewat kominfo beneran blocking paypal ancem tertawa cek sihh
1047165373110345728,dedemhmmd,Ngemper depan ruko,Sigrid stan account,2018-10-02 16:44:15+00:00,81,363,18803,False,2022-08-05 18:15:48+00:00,,Twitter for Android,False,ricobalige mythicalforest ancam ranah aman administratif kominfo
972357839279673344,💞🇲🇨F꙯A꙯🇲🇨💞,,98❤Hope in life,2018-03-10 06:25:49+00:00,29452,8421,269521,False,2022-08-05 21:57:13+00:00,,Twitter for Android,False,dukung penuh langkah kominfo kemkominfo platejohnny
1230823015790739456,dhiins 🎼,,,2020-02-21 11:54:17+00:00,553,703,26363,False,2022-08-05 23:42:14+00:00,,Twitter for Android,False,mana kominfo situ
972357839279673344,💞🇲🇨F꙯A꙯🇲🇨💞,,98❤Hope in life,2018-03-10 06:25:49+00:00,29452,8421,269521,False,2022-08-05 21:52:26+00:00,,Twitter for Android,False,laksana program aso hemat guna spektrum frekuensi radio manfaat layan internet broadband cepat internet tinggikemkominfoplatejohnny
1011680384331857920,言の葉の庭,"West Borneo, Indonesia",No deal with dumb brain who only thinks about boys . U must think about me 💋,2018-06-26 18:39:34+00:00,172,404,11483,False,2022-08-05 16:49:46+00:00,,Twitter for iPhone,False,txtdrpemerintah sumpah nunjuk orang member kominfo deh suruh kage si roy sulap merah bangke
1026468057902764032,Anya Forger FC,New Zealand,"Lagi usaha | Medsos cuma untuk haha hihi, jangan mudah percaya",2018-08-06 14:00:30+00:00,50,199,4004,False,2022-08-05 16:40:37+00:00,,Twitter for Android,False,rrinaldi iinanainaaa abdulbasithhh tiannnn wkwkwk bahayaa calon jabat kominfo foto aib nya sebar twitter kacau
934050830600232960,chayote,,-,2017-11-24 13:27:26+00:00,24,260,96,False,2022-08-05 17:09:41+00:00,,Twitter Web App,False,henrysubiakto pse vulnerable data pribadi teknis bukti anggar t kemarin retas bantu tambal securitysecurity kominfo deh urusin akun baiter nirfaedah
1534102664463560704,Crrusstyy,,"sempat ada akun tapi lupa unamenyaa saking seringnya gantii hiksss, sama ada kek sus tiba,, sooo pick meee
changed @/wiiiiiindunch to @crabbwin_",2022-06-07 09:19:31+00:00,44,890,506,False,2022-08-05 16:49:46+00:00,,Twitter for Android,False,putseason missufe risenmine hankusun paypal gajadi blokir kominfo taa
1547520217433010176,Azzirol Azhar,"Magelang, Jawa Tengah",,2022-07-14 09:55:55+00:00,0,1,6,False,2022-08-05 16:55:22+00:00,,Twitter for Android,False,anjing anjing nya anjing anjing kominfo
2394896934,moec'ha_32,Lotim,a simple person,2014-03-17 18:35:19+00:00,18,547,3758,False,2022-08-05 22:20:51+00:00,,Twitter for Android,False,masoulkth kominfo pngen liat kerja komunitas halu pantes suspend block medsosisinya kayak bocil mati ef ef seram
1439313261514477570,Lonesome,,,2021-09-18 19:40:05+00:00,0,0,94,False,2022-08-05 18:00:42+00:00,,Twitter for iPhone,False,valulrant nearllawliet kalah telak poin nya awowkowkok kalah malu akibat netflix blokir kominfo paypal lain awowkwowkok blokir provider tsel telekomunikasi awowkwowkwokok
2352745627,Shera🦋,"Kota Tangerang, Banten",🇮🇩 GASRI #JalinPersatuan || 🍒 𝐈𝐧𝐝𝐞𝐩𝐞𝐧𝐝𝐞𝐧 🔜 ᴡɪʟʟ ꜱʜᴏᴏᴛ ᴍʏ ꜱʜᴏᴛ ᴏɴᴄᴇ ᴀɴᴅ ᴏɴʟʏ ᴏɴᴄᴇ 🔚 ☕️,2014-02-20 05:05:28+00:00,11826,10424,26867,False,2022-08-05 17:12:10+00:00,,Twitter for Android,False,hyangwisnu platejohnny aryprasetyo kemkominfo zhymme miicies antoniuscdn nakula dsyantie delardian ktt kominfo infrastruktur cantik sedia jaring gplatejohnny kemkominfo
1372331853084909569,Zila Ardian,"DKI Jakarta, Indonesia",Pro NKRI. #GASRI Jalin Persatuan. Jalin Persaudaraan sesama anak Bangsa. Porno Khilafah lempar tong sampah!!,2021-03-17 23:40:40+00:00,2758,1405,14351,False,2022-08-05 23:08:10+00:00,,Twitter for Android,False,kominfo rp triliun persen banding periode rp triliun persen target rp triliunkemkominfo
1476693997,☝🏾𝗠𝘂𝘀𝗹𝗶𝗺 𝗖𝘆𝗯𝗲𝗿 𝗔𝗿𝗺𝘆 ☪,あなたの心に,Fight for truth | Spread sense of Ghirah | Anti-ISIS | #Resist #Islamophobia | MCA is not organized by anyone | #Stand4Uyghurs | #OpIsrael |  #OpRohingya | #BDS,2013-06-02 07:36:03+00:00,194906,208,1222,False,2022-08-05 16:40:37+00:00,,Twitter for Android,False,fpi orangorang pimpin johnny plate erti kerja kominfo isi orangorang pandai bidang
288030677,Omongkosong,Cirebon,Obat penenang,2011-04-26 03:36:10+00:00,81,182,187,False,2022-08-05 18:17:31+00:00,,Twitter for Android,False,muhadklyacho ayo kominfo isi orang orang beneran seram kembang teknologi informasi boomer kebaguan jatah jabat tolol
