Unnamed: 0,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
0,FebbyLR,"Bandung,Indonesia","Freelance Creative Event and Writer| febbyrizki95@gmail.com | Pekerja Serabutan yang suka nulis, nari, dan fotografi",2011-10-14 07:22:17+00:00,519,481,1050,FALSE,2022-06-23 07:44:01+00:00,"@intanpw_ Tapi marketing nya juga emang kurang sih menurutku, terlepas film nya kaya gimana, aku engga tau soalnya belum nonton juga sih. 

bahkan banyak yg nyangka film nya belum tayang. Tapi itu PU nya padahal lumayan banyak penggemarnya kan ya.",,Twitter Web App,FALSE
0,✩ ｡˚,rant. ༉‧₊˚she/her ,,2022-02-16 01:55:34+00:00,68,69,2042,FALSE,2022-06-23 07:43:40+00:00,mau nonton tapi di bioskop ada film apa dah🥱🥱,,Twitter for iPhone,FALSE
0,Yubin🐻⚔️ flop era,Zerobase,"Always Mleyot 24/7🧘🏻‍♀️
༶•┈┈⛧┈
Wannable💙 Engene🧡 MAY💚💛💖 ARMY💜
┈⛧┈┈•༶ Addicted to #PARKJIHOON #KIMJAEHWAN #HEESEUNG #JAKE #SAKURA #KAZUHA #V",2019-04-28 06:51:23+00:00,1421,1398,98678,FALSE,2022-06-23 07:43:31+00:00,"@maynable11 Kalo buat kegiatan aktor Jihoon semoga bisa nanganin project"" aktor Jihoon dgn lebih baik, supaya kak ji bisa dapet lebih byk tawaran film/drama😭🙏🏻",,Twitter for Android,FALSE
0,Portal Bangka Belitung Pikiran Rakyat,"Bangka Belitung, Indonesia","Media Pemberitaan Portal Bangka Belitung Part of Pikiran Rakyat Media Network
#bangkabelitung #pangkalpinang #sungailiat #viral #trending",2021-06-10 06:20:01+00:00,422,10,112,FALSE,2022-06-23 07:43:30+00:00,"NONTON Film Marvel Lewat Thor Love and Thunder 2022, Kembalinya Jand Foster, Berikut Fakta TERUPDATE https://t.co/cnhD0H02Gn",,Twitter for Android,FALSE
0,Dela,"Kota Surabaya, Jawa Timur",Survive,2012-04-10 02:11:08+00:00,403,166,1180,FALSE,2022-06-23 07:43:28+00:00,Kamu bisa nonton film kesukaanmu tanpa batas hanya dengan 11.100 saja di IndiBox! #AktivitasTanpaBatas #InternetnyaIndonesia #IndiHomeMbois,"['AktivitasTanpaBatas', 'InternetnyaIndonesia', 'IndiHomeMbois']",Twitter Web App,FALSE
0,AdityaTriatmaja,Tangerang Bintaro,Cosplay venom & Cosplay Satria Dewa Gatot Kaca,2014-06-24 04:33:14+00:00,1505,4998,2205,FALSE,2022-06-23 07:43:27+00:00,"Biaya produksi film ini sekitar Rp 24M. Target penonton 3 JUTA.

Sdh 2 minggu baru dapat 175 ribu penonton. Pemasukan hanya sekitar Rp 3,5M. 

Potensi rugi Rp 20M.

Filmnya bagus. Sayang promosinya kurang nendang. https://t.co/bKscKgycZn",,Twitter for Android,FALSE
0,Melly Feyadin,"Bogor, Indonesia","Think Positif! 
Instagram @melfeyadin | Blogger |
#ISB #BPNetwork #Bplus #BCCSquad #margeraye
Email: melly_feyadin@yahoo.com",2009-10-26 00:42:30+00:00,4991,1608,465,FALSE,2022-06-23 07:43:25+00:00,"Btw, ada film Indonesia terbaru gak ya??
Pengen nonton, tapi belum tau mau nonton apa.",,Twitter Web App,FALSE
0,Yaa🤟🏻,asteroids,"here because of #지성 , and always with #JISUNG #nctdream",2022-01-11 17:45:08+00:00,338,384,3312,FALSE,2022-06-23 07:43:07+00:00,ini apa perjuangannya dream nggak mau dijadiin film?,,Twitter for iPhone,FALSE
0,Bukan akun bokep video porno pornstar colmek Bo CS,,"https://t.co/ClD8udvaQm
Klik aja link nya biar bisa dapat yang bagus dan enak untuk di rumah aja kamar kos hotel apartemen ruang tunggu room private dll",2021-04-27 13:24:55+00:00,582,0,0,FALSE,2022-06-23 07:42:45+00:00,Apakah film yang horor Link dowloadnya dimana ?,,twittbot.net,FALSE
0,"CUKUP TAWAKAL, PAT MU BAIK2 SAJA",,ini saya,2022-03-17 02:20:21+00:00,4,17,120,FALSE,2022-06-23 07:42:44+00:00,@tanyakanrl Nonton film Ocean's 8 der. Seru deh,,Twitter Web App,FALSE
0,Yunho.,Uncommitted Yunhoofer Piersnation The Hilarity.,"Wira yang amat atraktif, derap melodi persuasif. Besar hati 1999, menilik gelar 𝐘𝐔𝐍𝐇𝐎, tengah membelit semesta favoritnya, @thesearover.",2013-09-14 03:35:02+00:00,326,193,181,FALSE,2022-06-23 07:42:37+00:00,"Setelah merilis music video 'ROCKY (Boxers Ver), pada hari ini kami telah membagikan cerita dibalik layar ketika kami sedang melakukan pembuatan ""BEYOND : ZERO"" jacket film.

 🎬 ""BEYOND : ZERO""
https://t.co/Y0Bl2yu0OJ

 https://t.co/mhMebNP7Hv",,Twitter for Android,FALSE
0,yang,,FUJOSHI AND FANGIRL,2021-01-08 08:45:25+00:00,245,121,22105,FALSE,2022-06-23 07:42:28+00:00,"Mana yg jd mbaknya Toru itu jd pacarnya bang kenty di film sebelah. Sama"" sad ending pula 🤧",,Twitter for Android,FALSE
0,sulizzz ;,earth 616,random things u never seen before,2020-03-17 11:15:00+00:00,59,53,19065,FALSE,2022-06-23 07:42:22+00:00,"apalagi w salah satu pecinta film superhero, ngeliat kaya gini tuh pasti marah bgt hahahha",,Twitter for iPhone,FALSE
0,fasha,"ryujin’s lap, dnf dnf dnf.",https://t.co/2XpsiwArsl,2022-01-15 10:19:01+00:00,158,469,5123,FALSE,2022-06-23 07:42:16+00:00,"ini seru, tapi kayanya film nya mengganggu ga sih... serem https://t.co/DdOaOYZCeF",,Twitter for iPhone,FALSE
0,jule st4 | ms marvel era ⭐️,mirror dimension,random,2020-08-16 12:59:26+00:00,54,157,33255,FALSE,2022-06-23 07:42:15+00:00,"@hafizhahusnuss tpi ini mah permasalahn orang lainnya fatal sih bisa seantero kena getahnya makanya kudu diurus, mending judulnya ganti jdi ds strange and wanda gtu kaya film captain america: the winter soldier krna sama sama banyak screennya 😭",,Twitter for iPhone,FALSE
0,celak,,belom dikasih pantun tapi udah cakep,2020-11-25 18:37:11+00:00,68,66,1745,FALSE,2022-06-23 07:41:57+00:00,"kmrn gabisa keluar akhirnya seharian rewatch film disney jaman kecilll, baru sadar ternyata maknanya pd dalem bgt hiksss mewek",,Twitter for iPhone,FALSE
0,𝒦𝒾𝓁𝓁⚡,wonderland,"akun cdrama, kdrama, anime⚡",2021-04-07 02:34:31+00:00,144,283,4454,FALSE,2022-06-23 07:41:52+00:00,"drama, series, film, anime, dll yang aku tonton di tahun 2022

                        ♡♡♡",,Twitter for Android,FALSE
0,Wangki💫,Dalam Tanah,"Content Creator and Streamer from Indonesia ✨
like to streaming and making content on YTB and TIKTOK🎮

business email: wangkihoki@gmail.com",2022-04-26 12:27:38+00:00,2,10,82,FALSE,2022-06-23 07:41:48+00:00,Akhirnya muncul juga nih film di Disney+ 🍿 https://t.co/fpaSHIqsj1,,Twitter for Android,FALSE
0,FYo Love Song,"DKI Jakarta, Indonesia",Pembasmi hatters Agnez Mo,2022-04-13 04:30:06+00:00,7,94,189,FALSE,2022-06-23 07:41:40+00:00,@Agnationcms Pengen liat agnez akting di film bioskop,,Twitter for iPhone,FALSE
0,MAYA,,that scoops ahoy and family video employee,2022-03-24 11:59:34+00:00,73,57,29,FALSE,2022-06-23 07:41:39+00:00,OMG INI FILM GEMES BGT https://t.co/ghB4eofQE7,,Twitter for Android,FALSE
0,Marvel Menfess,,"An automatic base for Marvel Universe enthusiast | Use Marv! via DM for auto menfess | Pengaduan / PP : @marvffess | Admins : (🐚) , (🐝) , (🐱) , (🐹)",2019-05-08 16:30:20+00:00,76842,4007,27,FALSE,2022-06-23 07:41:35+00:00,"Marv! ‼️Ms.Marvel ‼️

Agen yang ngejar-ngejar kamala pernah muncul nggak di series/film mcu yg lain? Kok aku baru dengar yah agen DODC. Selain itu tujuan dia buat ngejar kamala untuk apa?",,marvfess,FALSE
0,Portal Bangka Belitung Pikiran Rakyat,"Bangka Belitung, Indonesia","Media Pemberitaan Portal Bangka Belitung Part of Pikiran Rakyat Media Network
#bangkabelitung #pangkalpinang #sungailiat #viral #trending",2021-06-10 06:20:01+00:00,422,10,112,FALSE,2022-06-23 07:41:30+00:00,"Spoiler dan Review Film Thor Love and Thunder 2022, Ada Kehadiran Sang Penyelamat? https://t.co/Srkw76FHcr",,Twitter for Android,FALSE
0,irfanda,Jember,,2019-02-06 15:02:31+00:00,58,47,1385,FALSE,2022-06-23 07:41:28+00:00,"@akularonn @yoyiyoriyasyeol @wintersparklesy @WatchmenID wkwk, iyaa dulu kan ada film ""mumun"" pocong yg matanya warna merah ngga sih? 🤣
itu pas umur berapa btw?
soalnya sampe sekarang aku belum pernah lihat yg begituan. kecuali mimpi, mimpi pun bukan p",,Twitter Web App,FALSE
0,saki,she/they ,mostly talk about anime and taekook 🎧🌷🥣,2010-06-04 03:55:01+00:00,48,160,4221,FALSE,2022-06-23 07:41:27+00:00,"@convomfs betah kalo di film, kalo di rl mah ogah",,Twitter for iPhone,FALSE
0,イロハスショップ,群馬県前橋市,"フィルムカメラが大好きです！

フィルムカメラやレンズを主に取り扱っている中古カメラ屋です。

山と自然に囲まれながらゆったりやっています～。",2019-03-05 08:45:27+00:00,413,392,4140,FALSE,2022-06-23 07:41:26+00:00,"Mamiya 7 Medium Format Film Camera #41696

¥295,000
$2,680.00

.

Mamiya N 210mm F/8 L Lens + View Finder #41700

¥42,000
$380.00(eBay)

#irohascamera #mamiya #mamiya7 #mamiyacamera #mamiyalens #mamiyaphotography https://t.co/1jDnqVgQr2",,IFTTT,FALSE
0,zizi !!,"j , megumi's gf",kinda i/a,2021-04-26 22:40:07+00:00,140,148,1143,FALSE,2022-06-23 07:41:14+00:00,"@Despitejealin ih jeaaa, aku selalu bikin review film sejarah yg abis ku tonton di igs 😭😭 mauu tukeran ga? ig buat kpop-an tpi",,Twitter for Android,FALSE
0,Ice bear,Banjarmasin,Idontwannabeyouanymore,2012-06-11 12:17:43+00:00,163,133,1762,FALSE,2022-06-23 07:41:11+00:00,"Nonton drakor, nonton film, baca novel, main game",,Twitter for Android,FALSE
0,smoke blue & violet,,ozh ucha zomfa,2012-10-20 09:11:09+00:00,170,155,5817,FALSE,2022-06-23 07:40:36+00:00,"@sisyekie Pasti cuma bisa muter ulang lagu-lagunya doang yak, sedangkan dia nya lagi mau jadi sutradara film",,Twitter for Android,FALSE
0,Tribunnews Wiki,Indonesia,"Bagian dari laman @tribunnews
Twitter resmi https://t.co/LzzttlxL5u.
Youtube: https://t.co/eiuj2ZXv9L | IG : https://t.co/x1nlVj81nn | FB : https://t.co/UVE5aqDgqM",2019-04-09 12:43:40+00:00,670,65,1,FALSE,2022-06-23 07:40:36+00:00,"Get Lost: Urban Legend di Benteng Pendem adalah film horor yang dibintangi oleh Maxime Bouttier. Film yang tayang perdana pada 15 Maret 2018 ini mengambil lokasi syuting di kawasan Benteng Pendem yang terletak di Cilacap, Jawa Tengah.

https://t.co/wPWxP9Cqs9",,Twitter Web App,FALSE
0,Oton.IDN,,,2022-01-07 08:40:44+00:00,6,45,645,FALSE,2022-06-23 07:40:30+00:00,@Dennysiregar7 Film gak jelas!!,,Twitter for Android,FALSE
0,M' Arief Fahri,Bekasi,"Akun ini kadang-kadang cringe || Gak peduli amat soal engagement ||

Sedang mencari oshi..",2011-03-10 12:25:50+00:00,324,203,96,FALSE,2022-06-23 07:40:14+00:00,Jam istirahat bisa-bisanya sedih karena film dinosaurus..,,Twitter Web App,FALSE
0,Tanyarl : ON 💚,Indonesia,Menfess bot untuk membahas tentang rl things  ✨┆Use Tanyarl or 💚 for trigger • ❝ Pengaduan : @octobecr & @thericherr ❞ Operated by @suvpen ⸻ Status : CLOSE DM.,2020-11-25 17:26:57+00:00,383540,9623,82,FALSE,2022-06-23 07:40:00+00:00,"💚 bosen banget, rekomendasiin film/series dong",,Twitter for Mac,FALSE
0,ᴰᵃᵉʰʸᵉᵒⁿ //,nowhere,"Hi peeps, random topic and daily life // some product recomendation",2022-05-11 10:44:50+00:00,1174,1116,937,FALSE,2022-06-23 07:39:59+00:00,"@moviemenfes suka bgt penyampaian "" ini loh film horror"". Bermain dengan ekspresi manusia",,Twitter for Android,FALSE
0,Shima,MY,Shopee Link 🔗⤵️,2016-07-26 13:46:22+00:00,109,29,48,FALSE,2022-06-23 07:39:46+00:00,"Semalam tengok The Roundup (2022) / The outlaws 2. Sumpah best gila, memang banyak scene gaduh, yelah dah nama pun crime action film hahaha. Ni memang ngeri berdarah sebab dorang gaduh pakai parang weh. https://t.co/Z6oYyLlFnR",,Twitter Web App,FALSE
0,𝙧𝙖💗 | mention after dm thx!,she/her; 21,🛒 sell • buy • trade • random acc for #윈터 #재현 | previous open sharing #ARRIVEDjaepeaches97 | titip menfess untuk mutual aja,2021-05-02 08:35:17+00:00,745,807,5524,FALSE,2022-06-23 07:39:41+00:00,"@aericocoa harusnya ngga gasi film photo aja begitu soalnya, semoga ajaya😭😭",,Twitter for iPhone,FALSE
0,Video Film Bokep Full Jav Porno Pornstar Diblokir,Natrium Sylvotora turenioum,"http://t.co/oDMyAjpOlk


Cari video Bokepdo Full Paling Seru bokong semok foto bugil psk mentul memek spg montok kumpulan bokep seks terbaru",2021-07-23 12:02:16+00:00,189,0,0,FALSE,2022-06-23 07:39:39+00:00,berapa film warkop dki,,twittbot.net,FALSE
0,Dan.,Krakoa,CBM & West Enthusiast • Marvelite • Spidey & Magik Fan • ARMY,2015-02-18 11:59:46+00:00,2366,1913,29371,FALSE,2022-06-23 07:39:16+00:00,"@yeoollyy_ iya mcu 199999

kalo dari sisi filmnya : Christine asal nyebut, alias yg di film ga tau keberadaan universe komik. sedangkan komik jelas tau keberadaan mcu

kalo dari sisi produksi : writer nya ga  peduli sama Cosmology Marvel",,Twitter for Android,FALSE
0,shafa,,lets talk about badminton first🏸 || minions && nami shida stan,2022-06-22 07:21:51+00:00,267,286,6,FALSE,2022-06-23 07:38:50+00:00,"rekomendasi film yg harus ditonton dong, sy gabut skli",,Twitter Web App,FALSE
0,sulizzz ;,earth 616,random things u never seen before,2020-03-17 11:15:00+00:00,59,53,19065,FALSE,2022-06-23 07:38:45+00:00,"ini film bagus bgt anjrit, menurut w buat tingkatan di indo, segini tuh udh bagus bgt bgtt, animasi, latar cerita, unsur tokoh semua kerenn https://t.co/mtMwOfRbON",,Twitter for iPhone,FALSE
0,luluk,yogyakarta,"penyuka film, musik, kamu.",2010-07-25 14:33:04+00:00,248,212,2378,FALSE,2022-06-23 07:38:43+00:00,"2 film indo yg aku tonton bagus tapi sepi banget penonton:
1. The Night Bus
2. Pendekar Tongkat Emas https://t.co/Osu89kTzco",,Twitter for Android,FALSE
0,————————,,akun namaste,2019-10-01 03:42:23+00:00,204,207,426,FALSE,2022-06-23 07:38:43+00:00,@eskrimuenake @BacainKo @Strategi_Bisnis Iya makannya bias. review  cukup dijadiin pembanding  aja sisasnya gw tonton sendiri itu film dan reviw sendiri di letterboxd. Kalo pun jelek yaudah😄,,Twitter for Android,FALSE
0,sha💫,,kadang ngefangirl kadang isinya sambat sama perkuliahan.,2020-01-18 16:27:21+00:00,10,189,2578,FALSE,2022-06-23 07:38:36+00:00,hah ini beneran nct dream concert??? aku keong habis nonton film:((,,Twitter for Android,FALSE
0,eri⁷🏴‍☠️| stream proof | #1 uni hater,,"we are strong, we will find a way | she/her 24 | BTS, One Piece (spoilers) and Percy Jackson // fan account",2020-03-08 13:16:55+00:00,302,383,39320,FALSE,2022-06-23 07:38:26+00:00,KATAKURI IN FILM RED??? https://t.co/m6ah0MJOka,,Twitter for Android,FALSE
0,Dela,"Kota Surabaya, Jawa Timur",Survive,2012-04-10 02:11:08+00:00,403,166,1180,FALSE,2022-06-23 07:38:24+00:00,"Streaming Film Yowis Ben Finale sekarang, hanya di #DisneyPlusHotstarID #SinemaSpektakuler
#internetnyaindonesia 
#AktivitasTanpaBatas 
#IndiHomeMbois https://t.co/PtMVx9I9c3","['DisneyPlusHotstarID', 'SinemaSpektakuler', 'internetnyaindonesia']",Twitter Web App,FALSE
0,nay♡,"ㅤㅤ
a gallant glimpse of the essentials 🎀 of stayc's yoon ૮ ˙Ⱉ˙ ა and stray kids' bangchan, my ultimate best creature 
in the world!
ㅤㅤ",,2020-12-06 06:20:47+00:00,298,408,35656,FALSE,2022-06-23 07:38:14+00:00,MAK GUA NONTON FILM SEKTE MULU 🤣🤣😂🤣😭😭😭,,Twitter for Android,FALSE
0,Ratboogazmatti,,,2022-04-27 07:56:17+00:00,11,260,1240,FALSE,2022-06-23 07:38:14+00:00,@IamCharotism basura film,,Twitter for Android,FALSE
0,hm,,,2019-05-06 02:19:19+00:00,20,89,16821,FALSE,2022-06-23 07:38:11+00:00,"bbrp bulan lalu gw nonton rentang kisah &amp; habibie ainun 3 walau itu jg dimulai dgn maju mundur akhirnya gw nonton &amp; sk bgt. dua hari lalu gw lg malas nonton film luar mulu jd cari2 series indo &amp; pilih wedding agreement &amp; BAGUS BGT, senang skrg industri film indo makin maju",,Twitter Web App,FALSE
0,RiceToMeetYou 🌾,Nearest theater,A certified Fan Girl | TV Geek | Frequent Moviegoer | Romcomunism | Novel Mileage | she/her | 💌 oryzasash@gmail.com,2020-04-30 15:40:46+00:00,425,332,17496,FALSE,2022-06-23 07:37:52+00:00,"The black phone bagus sekali! Di awal emang agak slow, tapi itu untuk bangun karakter. Sepanjang film merinding liat akting ethan hawke 👏 trus kita semua haruskasih kredit untuk endingnya yg wow l!! Ada satu adegan menuju akhir itu sumpah suka banget! Well written! Recommended! https://t.co/17JQNrm6GK",,Twitter for iPhone,FALSE
0,ufo 👾,"Bali, Indonesia",reality is a biatj 🥸 | a space to be my true self 🧘🏽,2022-06-23 05:36:03+00:00,1,4,0,FALSE,2022-06-23 07:37:49+00:00,baru tau disneyplus indo masukin film humu 😃. apakah ini saatnya aku subscribe disney… 😚😎,,Twitter for iPhone,FALSE
0,nun #YumisCells2,"read carrd byfㅤ
she/her ♡",full timer worshipping #KIMGOEUN and kdramas,2021-08-11 02:11:28+00:00,510,325,0,FALSE,2022-06-23 07:37:32+00:00,@eowyn_0207 wkwkw tadi aku bacanya baru bgt kelar nntn film sedih jadi ikut terharu bacanya,,Twitter for Android,FALSE
0,wətˈevər,,,2017-05-20 12:54:40+00:00,187,249,9974,FALSE,2022-06-23 07:37:20+00:00,@Strategi_Bisnis promosinya kalah jauh sama film yg itu,,Twitter for Android,FALSE
0,𝙧𝙖💗 | mention after dm thx!,she/her; 21,🛒 sell • buy • trade • random acc for #윈터 #재현 | previous open sharing #ARRIVEDjaepeaches97 | titip menfess untuk mutual aja,2021-05-02 08:35:17+00:00,745,807,5524,FALSE,2022-06-23 07:37:17+00:00,@aericocoa bukan pc ituu film photo na,,Twitter for iPhone,FALSE
0,tan,,haon bestie,2021-04-04 08:34:10+00:00,186,253,628,FALSE,2022-06-23 07:37:09+00:00,"Pas jam kosong nonton film atau gak nonton youtube nya chandra liow, bayu skak, dkk (rame pada jamannya) wkwkw https://t.co/ViEoZG3iLp",,Twitter for iPhone,FALSE
0,sinergianews,Malang,media online https://t.co/f2tgJIfWJp,2013-07-01 01:11:33+00:00,12562,7,13,FALSE,2022-06-23 07:37:07+00:00,"Film Get the Gringo Tayang Jam Berapa Hari Ini Kamis, 23 Juni 2022 di Trans TV? Cek Jadwal Jam Tayang dan Preview Lengkap https://t.co/rKvq9W07i3",,dlvr.it,FALSE
0,Rani,indonesia,you know what's real? we are,2009-06-24 08:03:55+00:00,351,362,4919,FALSE,2022-06-23 07:37:01+00:00,"Film barat nyeritain muslim emang gini ga sih? Jd inget 911 lonestar

Apa susahnya research secara serius 🙄 https://t.co/UrzuZ7RO3r",,Twitter for Android,FALSE
0,senja,,yooooo dream! ✨,2020-05-16 09:22:23+00:00,4730,4565,89073,FALSE,2022-06-23 07:37:00+00:00,"@convomfs 10-11

tapi gue pernah sih pulang nonton konser sama nonton film jam 12 wkwk",,Twitter for Android,FALSE
0,————————,,akun namaste,2019-10-01 03:42:23+00:00,204,207,426,FALSE,2022-06-23 07:36:42+00:00,"@kucingpetelur @Bang_Eri @Strategi_Bisnis Okaay bang, kalo gw sih tipe yg review cuma buat bandingan doang gw tetep nonton kalo gw penasaran sama itu film dan gak rugicjuga keluar duit buat nonton misal filmnya jelek yaudah gapapa",,Twitter for Android,FALSE
0,Yuna_101🐇,Indonesia,FAN girl BTS💜 ARMY,2021-04-28 13:33:52+00:00,9,43,625,FALSE,2022-06-23 07:36:27+00:00,@chizikook_ Film yg buat gue baper sendiri😂😂,,Twitter for iPhone,FALSE
